1,140,140,69,138,0
1,178,165,54,107,0
1,56,136,86,173,0
1,442,131,92,184,0
1,306,160,78,155,0
2,134,141,69,138,0
2,305,166,74,149,0
2,463,175,62,123,0
2,209,171,54,107,0
2,437,169,56,112,0
3,441,143,82,165,0
3,298,163,79,158,0
3,42,138,83,167,0
3,205,177,53,106,0
4,292,161,80,161,0
4,437,141,86,171,0
4,191,173,54,107,0
5,443,162,73,145,0
5,276,95,112,223,0
5,77,160,54,108,0
5,194,175,55,110,0
6,194,173,54,108,0
6,441,168,66,130,0
7,436,162,78,155,0
7,191,173,54,108,0
8,440,170,63,126,0
8,185,174,55,110,0
8,62,157,59,118,0
9,433,149,82,164,0
9,284,163,82,164,0
9,178,175,56,111,0
10,8,167,66,151,0
10,165,171,58,116,0
10,439,185,62,123,0
11,429,169,68,137,0
11,271,171,83,167,0
11,96,185,54,107,0
11,169,184,54,109,0
12,9,69,71,286,0
12,426,174,70,140,0
12,88,188,54,106,0
12,156,183,58,114,0
13,411,168,73,146,0
13,6,9,47,102,0
13,138,182,59,118,0
13,72,188,54,106,0
14,6,143,50,151,0
14,397,167,79,159,0
14,57,188,54,107,0
14,122,182,58,116,0
15,385,160,86,173,0
15,4,148,36,144,0
15,108,180,63,126,0
15,603,154,33,122,0
15,42,188,54,109,0
16,210,171,94,189,0
16,599,152,36,134,0
16,384,169,80,161,0
16,98,179,66,132,0
16,33,188,54,107,0
17,583,110,50,184,0
17,371,167,89,178,0
17,82,178,69,138,0
17,24,191,54,109,0
18,374,168,83,166,0
18,72,182,69,138,0
18,16,195,53,106,0
19,60,176,74,149,0
19,381,174,78,154,0
19,571,112,59,118,0
19,10,194,54,109,0
20,386,174,79,159,0
20,54,189,68,137,0
20,6,193,50,108,0
20,351,194,54,107,0
21,47,183,71,142,0
21,6,192,47,107,0
21,384,172,82,163,0
22,40,181,74,147,0
22,395,192,62,122,0
22,5,192,42,109,0
23,394,174,70,140,0
23,25,178,75,151,0
23,566,105,58,116,0
24,563,102,59,118,0
24,394,177,69,138,0
24,18,184,74,149,0
24,4,190,28,110,0
25,394,175,74,148,0
25,9,184,72,154,0
25,562,99,62,125,0
26,397,176,71,142,0
26,8,193,63,146,0
26,43,182,54,107,0
26,562,101,61,122,0
26,4,43,31,122,0
27,398,175,68,136,0
27,7,183,58,157,0
27,3,53,26,107,0
27,38,180,54,110,0
27,562,103,59,118,0
28,5,186,42,167,0
28,396,191,75,150,0
28,609,56,28,109,0
28,29,182,53,106,0
29,5,177,43,171,0
29,395,164,81,161,0
29,609,54,28,109,0
29,25,182,54,106,0
30,399,165,80,159,0
30,609,52,28,110,0
30,17,182,54,107,0
31,402,167,78,156,0
31,5,140,39,155,0
31,609,50,28,109,0
31,12,187,54,106,0
32,5,137,42,168,0
32,412,171,71,142,0
33,412,166,87,175,0
