1,456,180,20,86,0
1,244,184,16,71,0
1,213,184,17,73,0
1,493,189,16,69,0
1,524,189,11,54,0
2,452,181,22,88,0
2,486,187,19,81,0
2,220,187,15,69,0
2,245,191,13,46,0
3,216,188,18,67,0
3,452,190,20,82,0
3,482,193,20,71,0
4,217,190,18,69,0
4,482,195,16,64,0
4,184,198,18,70,0
5,215,188,20,76,0
5,479,195,16,57,0
6,209,186,22,77,0
6,385,192,10,36,0
6,359,191,10,33,0
7,211,186,22,81,0
7,382,190,11,39,0
8,213,185,20,86,0
8,381,190,12,42,0
9,134,195,28,76,0
9,209,189,22,76,0
10,145,201,19,72,0
10,121,199,20,77,0
10,182,195,14,61,0
11,117,202,23,72,0
11,180,198,24,78,0
11,148,201,22,72,0
12,108,205,24,71,0
12,171,203,24,79,0
12,360,196,12,37,0
12,147,205,19,70,0
12,444,197,29,97,0
13,100,205,31,74,0
13,432,203,32,87,0
13,139,205,23,75,0
13,163,202,29,81,0
14,72,200,25,82,0
14,329,194,11,40,0
14,413,200,22,86,0
14,117,203,19,74,0
14,144,200,26,84,0
15,67,201,26,80,0
15,320,199,12,37,0
15,103,202,21,79,0
15,410,203,24,87,0
16,390,203,21,75,0
16,46,202,24,83,0
16,289,197,11,35,0
16,86,203,18,76,0
16,316,199,12,40,0
16,189,199,10,30,0
17,37,203,28,83,0
17,385,208,18,65,0
17,185,198,13,32,0
17,289,198,12,36,0
17,112,203,24,92,0
18,376,207,19,72,0
18,35,204,24,85,0
18,292,201,9,37,0
18,312,200,10,44,0
18,263,196,10,35,0
18,105,203,21,90,0
19,372,203,20,78,0
19,35,207,28,83,0
19,291,203,10,33,0
19,259,197,11,39,0
20,413,199,31,130,0
20,293,196,11,39,0
20,258,193,11,41,0
20,155,202,10,29,0
20,39,209,21,78,0
21,408,196,37,130,0
21,296,196,10,42,0
21,254,193,11,41,0
21,154,202,9,27,0
21,44,209,17,68,0
21,366,199,17,69,0
21,62,198,45,128,0
22,292,197,11,41,0
22,406,192,36,138,0
22,255,191,12,41,0
22,362,192,17,80,0
23,289,197,10,42,0
23,408,190,34,143,0
23,353,194,19,76,0
23,1,205,26,85,0
23,81,204,18,72,0
23,255,195,10,34,0
24,287,197,10,44,0
24,350,195,19,78,0
24,79,202,18,76,0
24,409,184,36,152,0
24,258,194,10,37,0
24,3,207,23,81,0
25,344,196,18,76,0
25,284,195,12,47,0
25,70,201,19,75,0
25,410,185,37,153,0
25,21,192,48,145,0
26,412,190,38,153,0
26,286,195,11,46,0
26,66,197,20,82,0
26,340,197,16,72,0
26,223,190,10,36,0
26,262,196,10,35,0
27,284,196,10,40,0
27,260,195,10,35,0
27,2,188,44,148,0
27,218,189,13,41,0
27,414,182,38,166,0
28,45,197,19,82,0
28,414,179,39,170,0
28,264,193,8,38,0
28,215,188,10,37,0
28,284,191,9,45,0
29,415,185,39,163,0
29,43,200,20,75,0
29,212,183,12,50,0
29,256,195,9,36,0
29,327,191,18,61,0
29,281,192,9,44,0
30,215,185,12,44,0
30,418,186,38,170,0
30,254,194,11,38,0
30,276,190,10,45,0
30,320,195,17,52,0
