1,8,129,66,262,0.0876852
1,559,178,72,152,0.0876852
1,396,172,63,126,0.0876852
1,500,45,61,121,0.0876852
2,8,132,64,257,0.0712799
2,558,178,73,151,0.0712799
2,404,186,54,109,0.0712799
2,500,45,61,121,0.0712799
2,69,197,62,124,0.0712799
3,8,147,62,249,0.0712642
3,558,178,73,151,0.0712642
3,395,157,74,147,0.0712642
3,500,45,61,121,0.0712642
3,69,196,62,125,0.0712642
4,8,131,65,261,0.0671887
4,557,180,74,149,0.0671887
4,395,157,74,147,0.0671887
4,500,45,61,121,0.0671887
4,609,152,28,110,0.0671887
4,69,196,62,125,0.0671887
5,8,121,68,270,0.0665441
5,556,181,74,149,0.0665441
5,500,45,61,121,0.0665441
6,8,121,68,272,0.0583813
6,556,184,73,146,0.0583813
6,500,45,61,121,0.0583813
6,606,151,30,113,0.0583813
7,9,114,70,282,0.0639494
7,500,45,61,121,0.0639494
7,609,154,28,109,0.0639494
7,556,186,72,144,0.0639494
8,9,116,70,281,0.0639724
8,555,187,71,142,0.0639724
8,500,45,61,121,0.0639724
8,608,154,29,110,0.0639724
9,555,189,71,142,0.0599893
9,500,45,61,121,0.0599893
9,608,155,29,110,0.0599893
9,9,112,71,285,0.0599893
10,9,103,74,298,0.0660178
10,555,189,70,141,0.0660178
10,608,155,29,110,0.0660178
10,500,45,61,121,0.0660178
11,10,99,77,306,0.0735593
11,555,189,70,142,0.0735593
11,608,155,29,110,0.0735593
11,500,45,61,121,0.0735593
12,10,97,79,312,0.0685618
12,554,187,71,142,0.0685618
12,608,158,29,110,0.0685618
13,10,94,79,316,0.0751894
13,553,189,71,142,0.0751894
14,10,89,82,330,0.0740913
14,551,191,72,144,0.0740913
14,500,45,61,121,0.0740913
15,10,87,84,334,0.0697362
15,550,188,73,146,0.0697362
15,608,188,29,107,0.0697362
15,500,45,61,121,0.0697362
16,11,78,90,338,0.0638057
16,548,187,74,148,0.0638057
16,602,171,34,127,0.0638057
16,500,45,61,121,0.0638057
17,11,86,86,325,0.0675864
17,547,184,76,151,0.0675864
17,594,148,41,156,0.0675864
17,500,45,61,121,0.0675864
18,544,184,74,149,0.0685341
18,12,79,94,334,0.0685341
18,500,45,61,121,0.0685341
18,591,143,43,163,0.0685341
19,12,79,94,331,0.0659182
19,543,184,75,150,0.0659182
19,589,152,46,171,0.0659182
19,500,45,61,121,0.0659182
20,539,180,78,157,0.0725127
20,590,156,45,169,0.0725127
20,13,95,101,313,0.0725127
20,500,45,61,121,0.0725127
21,539,181,78,156,0.0670673
21,13,88,101,321,0.0670673
21,599,199,37,136,0.0670673
21,500,45,61,121,0.0670673
21,425,196,53,106,0.0670673
22,12,97,96,278,0.0708323
22,538,181,77,154,0.0708323
22,592,181,42,155,0.0708323
22,500,45,61,121,0.0708323
23,13,102,104,278,0.0619808
23,582,149,51,185,0.0619808
23,537,181,78,156,0.0619808
23,500,45,61,121,0.0619808
24,14,109,108,282,0.0752723
24,537,183,78,154,0.0752723
24,579,140,54,199,0.0752723
24,425,196,53,106,0.0752723
25,14,108,114,293,0.0682805
25,537,184,76,151,0.0682805
25,582,150,51,186,0.0682805
25,500,45,61,121,0.0682805
25,425,195,54,107,0.0682805
26,14,104,114,295,0.0872463
26,537,184,77,153,0.0872463
26,583,151,50,185,0.0872463
26,425,195,54,107,0.0872463
26,500,45,61,121,0.0872463
27,534,181,78,157,0.0716528
27,581,149,53,191,0.0716528
27,500,45,61,121,0.0716528
27,15,103,118,301,0.0716528
28,533,183,77,153,0.0730442
28,578,141,55,203,0.0730442
28,500,45,61,121,0.0730442
28,15,104,121,298,0.0730442
29,15,129,119,272,0.0674647
29,532,182,78,156,0.0674647
29,573,132,59,212,0.0674647
30,16,108,125,286,0.0630566
30,533,186,75,151,0.0630566
30,571,124,62,222,0.0630566
30,425,196,53,106,0.0630566
30,500,45,61,121,0.0630566
31,533,188,75,150,0.0724248
31,570,124,62,225,0.0724248
31,426,195,53,106,0.0724248
32,533,185,77,153,0.0714683
32,572,127,61,219,0.0714683
32,429,197,53,105,0.0714683
33,17,89,138,314,0.0793329
